event_index,malicious,detection,event_time,title,description,remediation_actions
115,False,,18/Jan/2025:15:32:09 +0000,GET Ownership Controls Request,A request was made to retrieve ownership controls for bucket 'databucket12312'. This is a normal administrative operation and does not indicate malicious activity based on current and past events.,
116,False,,07/Mar/2025:15:00:04 +0000,PUT Object Request for conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A PUT request was made to upload the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' to bucket 'databucket12312'. No suspicious activity such as data encryption for impact was detected within the 5-minute window around this event.,
118,False,,07/Mar/2025:15:00:04 +0000,PUT Object Operation on databucket12312,"A PUT operation was performed on object 'dummy.log' in bucket 'databucket12312' at the given time. No prior listing of 'data' prefix files or suspicious download/upload activity within 5 minutes was detected, so this event is not considered malicious based on current rules.",
119,False,,07/Mar/2025:15:00:04 +0000,HEAD Object Operation on databucket12312,A HEAD operation was performed on object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312' at the given time. This operation is a metadata check and does not indicate malicious activity based on the current detection rule.,
120,False,,07/Mar/2025:15:00:04 +0000,GET Object Operation on databucket12312,"A GET operation was performed on object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312' at the given time. No prior listing of 'data' prefix files or suspicious download/upload activity within 5 minutes was detected, so this event is not considered malicious based on current rules.",
122,False,,07/Mar/2025:15:00:04 +0000,REST.GET.OBJECT operation on databucket12312,A GET object request was made successfully to the bucket databucket12312. The object was retrieved without any associated suspicious activity such as prior listing or subsequent upload within 5 minutes.,
123,False,,07/Mar/2025:15:00:04 +0000,REST.HEAD.OBJECT operation on databucket12312,A HEAD object request was made successfully to the bucket databucket12312 for dummy.log. This operation checks metadata without downloading the object and shows no suspicious activity based on current and prior events.,
124,False,,07/Mar/2025:15:00:04 +0000,REST.HEAD.OBJECT operation on databucket12312,A HEAD object request was made successfully to the bucket databucket12312 for a connection log file. This operation checks metadata without downloading the object and shows no suspicious activity based on current and prior events.,
125,False,,07/Mar/2025:15:00:04 +0000,REST.GET.BUCKET operation on databucket12312,A GET bucket request was made to list objects in the bucket databucket12312 successfully. No subsequent file download or upload activities within 5 minutes were detected that would indicate malicious behavior related to data encryption for impact.,
126,False,,15/Feb/2025:12:31:36 +0000,REST.PUT.OBJECT operation on databucket12312,A PUT object request was made successfully to the bucket databucket12312 for a connection log file. There is no prior listing or download of files with the same filename within 5 minutes to indicate malicious data encryption activity.,
128,False,,15/Feb/2025:12:31:36 +0000,PUT object dummy.log in databucket12312,An object named dummy.log was uploaded successfully to databucket12312 by user HarunG1 from IP 13.61.175.243. There is no prior related listing or download activity within 5 minutes to indicate suspicious behavior based on current detection rules.,
129,False,,08/Mar/2025:18:00:04 +0000,GET object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in databucket12312,An object was successfully downloaded from databucket12312 by user HarunG1 from IP 13.61.175.243. There is no preceding listing or upload activity within 5 minutes indicating suspicious behavior based on current detection rules.,
131,False,,08/Mar/2025:18:00:04 +0000,HEAD Object Request on databucket12312,A HEAD request was made to check the metadata of an object in the bucket databucket12312. This operation is not malicious by itself and no suspicious activity has been detected in the history related to this event.,
132,False,,08/Mar/2025:18:00:04 +0000,GET Object Request on databucket12312,A GET request was made to download the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' from the bucket databucket12312. This operation is not malicious by itself and no suspicious activity has been detected in the history related to this event.,
133,False,,08/Mar/2025:18:00:04 +0000,PUT Object Request on databucket12312,A PUT request was made to upload the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' to the bucket databucket12312. This operation is not malicious by itself and no suspicious activity has been detected in the history related to this event.,
135,False,,08/Mar/2025:18:00:04 +0000,REST.HEAD.OBJECT on conn_log file,A HEAD request was made successfully to check metadata of the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312'. No suspicious activity detected based on current and historical logs.,
136,False,,08/Mar/2025:18:00:05 +0000,REST.GET.OBJECT on dummy.log,A GET request was made successfully to download the object 'dummy.log' in bucket 'databucket12312'. No suspicious activity detected based on current and historical logs.,
138,False,,08/Mar/2025:18:00:05 +0000,REST.HEAD.OBJECT on dummy.log,A HEAD request was made to check the metadata of dummy.log file in bucket databucket12312. This is a normal metadata check operation without any suspicious activity.,
139,False,,18/Feb/2025:01:31:36 +0000,REST.PUT.OBJECT on 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,A PUT request was made to upload the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log to bucket databucket12312. This is a normal upload operation without any suspicious activity.,
140,False,,18/Feb/2025:01:31:36 +0000,REST.PUT.OBJECT on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A PUT request was made to upload the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log to bucket databucket12312. This is a normal upload operation without any suspicious activity.,
142,False,,11/Feb/2025:00:00:07 +0000,HEAD Object Request,A HEAD request was made to check the metadata of the object 'dummy.log' in bucket 'databucket12312'. This operation is not malicious by itself but may be part of normal activity or reconnaissance.,
143,False,,11/Feb/2025:00:00:07 +0000,GET Object Request,A GET request was made to download the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' from bucket 'databucket12312'. This is a normal download operation and not malicious by itself. It may be part of regular access or log retrieval.,
145,False,,11/Feb/2025:00:00:07 +0000,REST.GET.OBJECT Operation on databucket12312,A GET request was made to download the object dummy.log from bucket databucket12312 successfully. No prior listing or upload activity detected within 5 minutes indicating data encryption or impact activity.,
146,False,,11/Feb/2025:00:00:07 +0000,REST.HEAD.OBJECT Operation on databucket12312,A HEAD request was made to check the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in bucket databucket12312 successfully. No suspicious activity related to data encryption or impact detected in recent events.,
147,False,,11/Feb/2025:00:00:07 +0000,REST.GET.OBJECT Operation on databucket12312,A GET request was made to download the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log from bucket databucket12312 successfully. No suspicious activity related to data encryption or impact detected in recent events.,
149,False,,11/Feb/2025:00:00:07 +0000,Bucket Listing Operation,A successful bucket listing operation was performed on 'databucket12312' by user 'HarunG1'. This event alone is not malicious but should be monitored for subsequent suspicious activities such as file downloads and uploads within 5 minutes.,
150,False,,11/Feb/2025:00:00:07 +0000,Object Head Request,A HEAD request was made on the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312' by user 'HarunG1'. This request checks metadata of the object and is not malicious by itself but should be monitored in context of other activities.,
151,False,,11/Feb/2025:00:00:07 +0000,Object Upload Operation,An object was uploaded to the bucket 'databucket12312' by user 'HarunG1'. This event alone is not malicious but should be monitored for related activities such as prior listing or downloading of files with the same filename within 5 minutes.,
152,False,,10/Feb/2025:22:00:06 +0000,Bucket Listing Operation,A successful bucket listing operation was performed on 'databucket12312' by user 'HarunG1'. This event alone is not malicious but should be monitored for subsequent suspicious activities such as file downloads and uploads within 5 minutes.,
154,False,,10/Feb/2025:22:00:06 +0000,HEAD Object Request,A HEAD request was made to check metadata of the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312'. The request was successful with HTTP status 200. No suspicious activity detected based on this single event.,
155,False,,10/Feb/2025:22:00:07 +0000,PUT Object Request,A PUT request was made to upload the object 'dummy.log' in bucket 'databucket12312'. The request was successful with HTTP status 200. No suspicious activity detected based on this single event.,
156,False,,10/Feb/2025:22:00:07 +0000,GET Object Request,A GET request was made to download the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' from bucket 'databucket12312'. The request was successful with HTTP status 200. No suspicious activity detected based on this single event.,
158,False,,10/Feb/2025:22:00:07 +0000,REST.HEAD.OBJECT on conn_log file,A HEAD request was made to check the existence or metadata of the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in bucket databucket12312. The operation was successful with HTTP status 200. No suspicious activity detected from this single event.,
159,False,,10/Feb/2025:22:00:07 +0000,REST.PUT.OBJECT on 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc file,A PUT request was made to upload the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in bucket databucket12312. The operation was successful with HTTP status 200. No suspicious activity detected from this single event.,
